customer_id,mean,median,std,coef_var,min,max,range,skewness,slope_full,slope_last_30d,slope_last_90d,zero_day_count,sudden_drop_count,volatility_index,weekday_vs_weekend_ratio,peak_day_ratio,autocorr_lag1,missing_sequences_count,label
A0E791400CF1C48C43DC26A68227854A,1979.076923076923,2251.5,708.1154253518996,0.35780086013583234,340.0,3167.0,2827.0,-0.8792203444301361,-33.84205128205127,-33.84205128205127,-33.84205128205127,0,5,0.35780086013583234,0.9549223640354444,0.11538461538461539,-0.07973494699739295,0,1
B415F931D3BFB17ACEF48BC648B04FC2,3071.5384615384614,3366.0,1487.3772795083407,0.4842450446683804,96.0,5670.0,5574.0,-0.610660260405318,-59.0030769230769,-59.0030769230769,-59.0030769230769,0,4,0.4842450446683804,0.9802180185957038,0.11538461538461539,0.39316923540843923,0,1
DE8E1EAE4E578C0CEF92D1E23499888F,1319.8846153846155,1338.2,129.99344567000202,0.09848849221726994,1012.2,1540.6,528.3999999999999,-0.8089834368336315,1.2168888888888862,1.2168888888888862,1.2168888888888862,0,0,0.09848849221726994,1.015096315977722,0.11538461538461539,0.017845464170779514,0,1
2952491E940C9040B188B3C9095910D6,1013.8384615384616,1149.9,368.3369862555035,0.363309343873743,0.0,1228.2,1228.2,-2.352703316408614,8.612717948717938,8.612717948717938,8.612717948717938,3,2,0.363309343873743,0.8572482219685663,0.11538461538461539,-0.10615316274220539,0,0
DBEED8FD0E7F5E0D1BAF1F86F4983459,1293.1673076923075,1309.8,124.26598252129278,0.09609428090403,1006.65,1463.1,456.44999999999993,-0.7357084810936791,1.0250769230769232,1.0250769230769232,1.0250769230769232,0,0,0.09609428090403,1.0937591974630547,0.11538461538461539,0.47167041234735363,0,1
9495BA31FC50C86D827FE1D5B1D8773B,497.82115384615395,812.4749999999999,449.85404752179966,0.9036459058564273,2.85,1038.6,1035.75,-0.11129152289930891,-28.4816923076923,-28.4816923076923,-28.4816923076923,0,5,0.9036459058564273,1.1872285418821098,0.11538461538461539,0.3605527585866721,0,1
58A9AA93B0455CE70D447B13CAF9876E,678.3746153846155,686.185,45.62375344815707,0.06725451161271702,581.88,742.05,160.16999999999996,-0.7838377095119249,2.533025641025637,2.533025641025637,2.533025641025637,0,0,0.06725451161271702,0.9508917173360061,0.11538461538461539,0.6298173896880234,0,0
1BC425A74948B48CED2DD171224E219C,145.30384615384614,0.0,281.36761401408,1.936408577348813,0.0,798.6,798.6,1.5344869688830647,2.0325811965811957,2.0325811965811957,2.0325811965811957,20,2,1.936408577348813,0.49002509410288586,0.11538461538461539,0.814403536837703,0,1
231B2821E4D98BBFF9E3E111D391ECF5,656.5957692307693,661.635,53.151211663812155,0.08094967125067092,512.78,741.6,228.82000000000005,-0.6294237703633981,-1.0591487179487178,-1.0591487179487178,-1.0591487179487178,0,0,0.08094967125067092,1.0029815089961738,0.11538461538461539,-0.05683749953432882,0,1
E24AC6F28F330CCDBAEAFCD82E86609B,674.4615384615385,648.0,396.88956328402867,0.5884539601610826,276.0,1676.0,1400.0,0.9019696610778137,-32.16136752136751,-32.16136752136751,-32.16136752136751,0,0,0.5884539601610826,0.8923844061650046,0.11538461538461539,0.5861363821538427,0,1
B863662FFE6AF2272F5E9749C6CFC0AC,556.7134615384616,591.0,105.0281514987697,0.18865746700021843,133.95,638.55,504.59999999999997,-2.708577265473412,1.3565641025641026,1.3565641025641026,1.3565641025641026,0,0,0.18865746700021843,0.9136460822538047,0.11538461538461539,0.7088298448109642,0,1
30C62896BD4C8E9C95323A6867974C18,530.3653846153846,550.65,128.8141324733124,0.24287809161362794,0.0,734.7,734.7,-2.4806574226768077,5.916205128205125,5.916205128205125,5.916205128205125,1,1,0.24287809161362794,0.957477658216305,0.11538461538461539,0.22226532594237855,0,0
CC20362FC534A57BB37B84F009106947,876.4000000000001,598.5,604.8884448964376,0.6901967650575508,0.0,1898.6,1898.6,0.38666061791230305,-51.681230769230744,-51.681230769230744,-51.681230769230744,3,3,0.6901967650575508,1.1592946802151824,0.11538461538461539,0.8342083261205491,0,1
67401768ADEDE27B28C2FC9B397AF0BA,441.46153846153845,501.0,104.82741522258631,0.2374553751339296,264.0,534.0,270.0,-0.7859781094657825,2.2051282051282057,2.2051282051282057,2.2051282051282057,0,0,0.2374553751339296,0.8143689320388349,0.11538461538461539,0.24115704238268432,0,1
9575A8D9320263231F17ADDB8E01A093,206.20807692307693,105.67,189.5727667681936,0.9193275530080768,14.5,510.47,495.97,0.4689687835611316,-4.126246153846153,-4.126246153846153,-4.126246153846153,0,2,0.9193275530080768,0.8279896487881508,0.11538461538461539,0.9303887832668689,0,1
E32A293853BF871F058FAFB707D4C183,386.9807692307692,422.15,116.29931069717935,0.30052994862860044,0.0,486.43,486.43,-2.7499432066048257,-8.691377777777774,-8.691377777777774,-8.691377777777774,2,1,0.30052994862860044,0.9106633189209136,0.11538461538461539,0.5821136855886699,0,0
DB57CB0C40DC400C6D3365E306280B79,389.0,381.9,49.424441166445014,0.12705511867980723,293.4,508.8,215.40000000000003,0.356409761337656,2.480683760683759,2.480683760683759,2.480683760683759,0,0,0.12705511867980723,0.9921386593986881,0.11538461538461539,0.5925096798622355,0,0
1B173C1A3A2EEF026D089EE150A5AA51,3662.351923076923,35.66,17810.75929224848,4.863202572101477,5.7,92713.9,92708.2,4.799606618494868,-25.161849572649572,-25.161849572649572,-25.161849572649572,0,3,4.863202572101477,0.005891242552785038,0.11538461538461539,-0.03933516552422363,0,1
A87D17DE90DA14049F54A9400B6D2E1B,255.46153846153845,238.5,67.94184774169902,0.26595724801026416,126.0,432.0,306.0,0.5991622078420008,0.2317948717948719,0.2317948717948719,0.2317948717948719,0,0,0.26595724801026416,0.9532075471698113,0.11538461538461539,0.6263350868354888,0,1
E366A01D354E862F928E723201718E0D,524.0769230769231,345.25,230.20680553278495,0.4392614812749456,305.0,827.5,522.5,0.3227944617626141,26.631726495726486,26.631726495726486,26.631726495726486,0,0,0.4392614812749456,1.121003232870998,0.11538461538461539,0.9357227348971747,0,0
